DATETIME, Mount Head Flow
2019-06-04 11:26:49:54,-0.686
2019-06-04 11:26:49:56,-0.686
2019-06-04 11:26:49:57,-0.686
2019-06-04 11:26:49:59,-0.686
2019-06-04 11:26:49:62,-0.686
2019-06-04 11:26:49:63,-0.686
2019-06-04 11:26:49:65,-0.686
2019-06-04 11:26:49:67,-0.686
2019-06-04 11:26:49:68,-0.686
2019-06-04 11:26:49:70,-0.686
2019-06-04 11:26:49:73,-0.686
2019-06-04 11:26:49:74,-0.686
2019-06-04 11:26:49:76,-0.686
2019-06-04 11:26:49:78,-0.686
2019-06-04 11:26:49:79,-0.686
2019-06-04 11:26:49:81,-0.686
2019-06-04 11:26:49:84,-0.686
2019-06-04 11:26:49:85,-0.686
2019-06-04 11:26:49:87,-0.686
2019-06-04 11:26:49:88,-0.686
2019-06-04 11:26:49:90,-0.686
2019-06-04 11:26:49:92,-0.686
2019-06-04 11:26:49:95,-0.686
2019-06-04 11:26:49:98,-0.686
2019-06-04 11:26:50:01,-0.686
2019-06-04 11:26:50:04,-0.686
2019-06-04 11:26:50:06,-0.686
2019-06-04 11:26:50:09,-0.686
2019-06-04 11:26:50:20,-0.689
2019-06-04 11:26:50:23,-0.689
2019-06-04 11:26:50:24,-0.689
2019-06-04 11:26:50:27,-0.689
2019-06-04 11:26:50:29,-0.689
2019-06-04 11:26:50:32,-0.689
2019-06-04 11:26:50:34,-0.689
2019-06-04 11:26:50:37,-0.689
2019-06-04 11:26:50:40,-0.689
2019-06-04 11:26:50:41,-0.689
2019-06-04 11:26:50:43,-0.689
2019-06-04 11:26:50:45,-0.689
2019-06-04 11:26:50:46,-0.689
2019-06-04 11:26:50:49,-0.689
2019-06-04 11:26:50:51,-0.689
2019-06-04 11:26:50:52,-0.689
2019-06-04 11:26:50:54,-0.689
2019-06-04 11:26:50:56,-0.689
2019-06-04 11:26:50:57,-0.689
2019-06-04 11:26:50:60,-0.689
2019-06-04 11:26:50:62,-0.689
2019-06-04 11:26:50:63,-0.689
2019-06-04 11:26:50:65,-0.689
2019-06-04 11:26:50:66,-0.689
2019-06-04 11:26:50:68,-0.689
2019-06-04 11:26:50:71,-0.689
2019-06-04 11:26:50:73,-0.689
2019-06-04 11:26:50:74,-0.689
2019-06-04 11:26:50:76,-0.689
2019-06-04 11:26:50:77,-0.689
2019-06-04 11:26:50:80,-0.689
2019-06-04 11:26:50:82,-0.689
2019-06-04 11:26:50:85,-0.689
2019-06-04 11:26:50:87,-0.689
2019-06-04 11:26:50:88,-0.689
2019-06-04 11:26:50:90,-0.689
2019-06-04 11:26:50:93,-0.689
2019-06-04 11:26:50:95,-0.689
2019-06-04 11:26:50:96,-0.689
2019-06-04 11:26:50:99,-0.689
2019-06-04 11:26:51:02,-0.689
2019-06-04 11:26:51:05,-0.689
2019-06-04 11:26:51:07,-0.689
2019-06-04 11:26:51:26,-0.686
2019-06-04 11:26:51:29,-0.686
2019-06-04 11:26:51:30,-0.686
2019-06-04 11:26:51:34,-0.686
2019-06-04 11:26:51:37,-0.686
2019-06-04 11:26:51:38,-0.686
2019-06-04 11:26:51:41,-0.686
2019-06-04 11:26:51:43,-0.686
2019-06-04 11:26:51:44,-0.686
2019-06-04 11:26:51:48,-0.686
2019-06-04 11:26:51:49,-0.686
2019-06-04 11:26:51:51,-0.686
2019-06-04 11:26:51:52,-0.686
2019-06-04 11:26:51:54,-0.686
2019-06-04 11:26:51:55,-0.686
2019-06-04 11:26:51:58,-0.686
2019-06-04 11:26:51:60,-0.686
2019-06-04 11:26:51:62,-0.686
2019-06-04 11:26:51:63,-0.686
2019-06-04 11:26:51:65,-0.686
2019-06-04 11:26:51:66,-0.686
2019-06-04 11:26:51:69,-0.686
2019-06-04 11:26:51:71,-0.686
2019-06-04 11:26:51:73,-0.686
2019-06-04 11:26:51:74,-0.686
2019-06-04 11:26:51:76,-0.686
2019-06-04 11:26:51:77,-0.686
2019-06-04 11:26:51:80,-0.686
2019-06-04 11:26:51:82,-0.686
2019-06-04 11:26:51:87,-0.686
2019-06-04 11:26:51:88,-0.686
2019-06-04 11:26:51:91,-0.686
2019-06-04 11:26:51:94,-0.686
2019-06-04 11:26:51:96,-0.686
2019-06-04 11:26:51:97,-0.686
2019-06-04 11:26:52:01,-0.686
2019-06-04 11:26:52:04,-0.686
2019-06-04 11:26:52:07,-0.686
2019-06-04 11:26:52:08,-0.686
2019-06-04 11:26:52:12,-0.686
2019-06-04 11:26:52:13,-0.686
2019-06-04 11:26:52:16,-0.686
2019-06-04 11:26:52:26,-0.687
2019-06-04 11:26:52:27,-0.687
2019-06-04 11:26:52:30,-0.687
2019-06-04 11:26:52:33,-0.687
2019-06-04 11:26:52:35,-0.687
2019-06-04 11:26:52:38,-0.687
2019-06-04 11:26:52:41,-0.687
2019-06-04 11:26:52:43,-0.687
2019-06-04 11:26:52:46,-0.687
2019-06-04 11:26:52:49,-0.687
2019-06-04 11:26:52:51,-0.687
2019-06-04 11:26:52:52,-0.687
2019-06-04 11:26:52:54,-0.687
2019-06-04 11:26:52:57,-0.687
2019-06-04 11:26:52:60,-0.687
2019-06-04 11:26:52:61,-0.687
2019-06-04 11:26:52:63,-0.687
2019-06-04 11:26:52:65,-0.687
2019-06-04 11:26:52:68,-0.687
2019-06-04 11:26:52:71,-0.687
2019-06-04 11:26:52:72,-0.687
2019-06-04 11:26:52:74,-0.687
2019-06-04 11:26:52:75,-0.687
2019-06-04 11:26:52:79,-0.687
2019-06-04 11:26:52:80,-0.687
2019-06-04 11:26:52:82,-0.687
2019-06-04 11:26:52:83,-0.687
2019-06-04 11:26:52:90,-0.687
2019-06-04 11:26:52:91,-0.687
2019-06-04 11:26:52:94,-0.687
2019-06-04 11:26:52:96,-0.687
2019-06-04 11:26:52:97,-0.687
2019-06-04 11:26:53:00,-0.687
2019-06-04 11:26:53:04,-0.687
2019-06-04 11:26:53:07,-0.687
2019-06-04 11:26:53:10,-0.687
2019-06-04 11:26:53:11,-0.687
2019-06-04 11:26:53:14,-0.687
2019-06-04 11:26:53:25,-0.687
2019-06-04 11:26:53:27,-0.687
2019-06-04 11:26:53:30,-0.687
2019-06-04 11:26:53:33,-0.687
2019-06-04 11:26:53:35,-0.687
2019-06-04 11:26:53:38,-0.687
2019-06-04 11:26:53:41,-0.687
2019-06-04 11:26:53:43,-0.687
2019-06-04 11:26:53:46,-0.687
2019-06-04 11:26:53:49,-0.687
2019-06-04 11:26:53:50,-0.687
2019-06-04 11:26:53:52,-0.687
2019-06-04 11:26:53:55,-0.687
2019-06-04 11:26:53:58,-0.687
2019-06-04 11:26:53:60,-0.687
2019-06-04 11:26:53:61,-0.687
2019-06-04 11:26:53:63,-0.687
2019-06-04 11:26:53:66,-0.687
2019-06-04 11:26:53:68,-0.687
2019-06-04 11:26:53:69,-0.687
2019-06-04 11:26:53:71,-0.687
2019-06-04 11:26:53:72,-0.687
2019-06-04 11:26:53:74,-0.687
2019-06-04 11:26:53:77,-0.687
2019-06-04 11:26:53:78,-0.687
2019-06-04 11:26:53:80,-0.687
2019-06-04 11:26:53:82,-0.687
2019-06-04 11:26:53:83,-0.687
2019-06-04 11:26:53:86,-0.687
2019-06-04 11:26:53:88,-0.687
2019-06-04 11:26:53:91,-0.687
2019-06-04 11:26:53:92,-0.687
2019-06-04 11:26:53:94,-0.687
2019-06-04 11:26:53:96,-0.687
2019-06-04 11:26:53:99,-0.687
2019-06-04 11:26:54:00,-0.687
2019-06-04 11:26:54:02,-0.687
2019-06-04 11:26:54:05,-0.687
2019-06-04 11:26:54:08,-0.687
2019-06-04 11:26:54:11,-0.687
2019-06-04 11:26:54:13,-0.687
2019-06-04 11:26:54:30,-0.684
2019-06-04 11:26:54:33,-0.684
2019-06-04 11:26:54:36,-0.684
2019-06-04 11:26:54:38,-0.684
2019-06-04 11:26:54:41,-0.684
2019-06-04 11:26:54:44,-0.684
2019-06-04 11:26:54:46,-0.684
2019-06-04 11:26:54:47,-0.684
2019-06-04 11:26:54:49,-0.684
2019-06-04 11:26:54:50,-0.684
2019-06-04 11:26:54:53,-0.684
2019-06-04 11:26:54:56,-0.684
2019-06-04 11:26:54:58,-0.684
2019-06-04 11:26:54:60,-0.684
2019-06-04 11:26:54:61,-0.684
2019-06-04 11:26:54:64,-0.684
2019-06-04 11:26:54:66,-0.684
2019-06-04 11:26:54:67,-0.684
2019-06-04 11:26:54:69,-0.684
2019-06-04 11:26:54:70,-0.684
2019-06-04 11:26:54:72,-0.684
2019-06-04 11:26:54:75,-0.684
2019-06-04 11:26:54:77,-0.684
2019-06-04 11:26:54:78,-0.684
2019-06-04 11:26:54:80,-0.684
2019-06-04 11:26:54:81,-0.684
2019-06-04 11:26:54:83,-0.684
2019-06-04 11:26:54:86,-0.684
2019-06-04 11:26:54:88,-0.684
2019-06-04 11:26:54:91,-0.684
2019-06-04 11:26:54:92,-0.684
2019-06-04 11:26:54:94,-0.684
2019-06-04 11:26:54:97,-0.684
2019-06-04 11:26:54:99,-0.684
2019-06-04 11:26:55:00,-0.684
2019-06-04 11:26:55:02,-0.684
2019-06-04 11:26:55:05,-0.684
2019-06-04 11:26:55:06,-0.684
2019-06-04 11:26:55:09,-0.684
2019-06-04 11:26:55:11,-0.684
2019-06-04 11:26:55:13,-0.684
2019-06-04 11:26:55:25,-0.684
2019-06-04 11:26:55:28,-0.684
2019-06-04 11:26:55:30,-0.684
2019-06-04 11:26:55:33,-0.684
2019-06-04 11:26:55:34,-0.684
2019-06-04 11:26:55:36,-0.684
2019-06-04 11:26:55:38,-0.684
2019-06-04 11:26:55:41,-0.684
2019-06-04 11:26:55:42,-0.684
2019-06-04 11:26:55:44,-0.684
2019-06-04 11:26:55:45,-0.684
2019-06-04 11:26:55:47,-0.684
2019-06-04 11:26:55:48,-0.684
2019-06-04 11:26:55:52,-0.684
2019-06-04 11:26:55:53,-0.684
2019-06-04 11:26:55:55,-0.684
2019-06-04 11:26:55:56,-0.684
2019-06-04 11:26:55:58,-0.684
2019-06-04 11:26:55:59,-0.684
2019-06-04 11:26:55:63,-0.684
2019-06-04 11:26:55:64,-0.684
2019-06-04 11:26:55:66,-0.684
2019-06-04 11:26:55:67,-0.684
2019-06-04 11:26:55:69,-0.684
2019-06-04 11:26:55:70,-0.684
2019-06-04 11:26:55:73,-0.684
2019-06-04 11:26:55:75,-0.684
2019-06-04 11:26:55:77,-0.684
2019-06-04 11:26:55:78,-0.684
2019-06-04 11:26:55:80,-0.684
2019-06-04 11:26:55:81,-0.684
2019-06-04 11:26:55:84,-0.684
2019-06-04 11:26:55:86,-0.684
2019-06-04 11:26:55:89,-0.684
2019-06-04 11:26:55:91,-0.684
2019-06-04 11:26:55:92,-0.684
2019-06-04 11:26:55:95,-0.684
2019-06-04 11:26:55:97,-0.684
2019-06-04 11:26:55:98,-0.684
2019-06-04 11:26:56:00,-0.684
2019-06-04 11:26:56:02,-0.684
2019-06-04 11:26:56:03,-0.684
2019-06-04 11:26:56:06,-0.684
2019-06-04 11:26:56:08,-0.684
2019-06-04 11:26:56:12,-0.684
2019-06-04 11:26:56:14,-0.684
2019-06-04 11:26:56:17,-0.684
2019-06-04 11:26:56:20,-0.684
2019-06-04 11:26:56:37,-0.684
2019-06-04 11:26:56:41,-0.684
2019-06-04 11:26:56:42,-0.684
2019-06-04 11:26:56:45,-0.684
2019-06-04 11:26:56:47,-0.684
2019-06-04 11:26:56:50,-0.684
2019-06-04 11:26:56:53,-0.684
2019-06-04 11:26:56:55,-0.684
2019-06-04 11:26:56:56,-0.684
2019-06-04 11:26:56:58,-0.684
2019-06-04 11:26:56:61,-0.684
2019-06-04 11:26:56:62,-0.684
2019-06-04 11:26:56:64,-0.684
2019-06-04 11:26:56:65,-0.684
2019-06-04 11:26:56:67,-0.684
2019-06-04 11:26:56:69,-0.684
2019-06-04 11:26:56:72,-0.684
2019-06-04 11:26:56:73,-0.684
2019-06-04 11:26:56:75,-0.684
2019-06-04 11:26:56:76,-0.684
2019-06-04 11:26:56:78,-0.684
2019-06-04 11:26:56:80,-0.684
2019-06-04 11:26:56:83,-0.684
2019-06-04 11:26:56:84,-0.684
2019-06-04 11:26:56:86,-0.684
2019-06-04 11:26:56:87,-0.684
2019-06-04 11:26:56:89,-0.684
2019-06-04 11:26:56:90,-0.684
2019-06-04 11:26:56:94,-0.684
2019-06-04 11:26:56:97,-0.684
2019-06-04 11:26:56:98,-0.684
2019-06-04 11:26:57:00,-0.684
2019-06-04 11:26:57:01,-0.684
2019-06-04 11:26:57:04,-0.684
2019-06-04 11:26:57:06,-0.684
2019-06-04 11:26:57:11,-0.684
2019-06-04 11:26:57:14,-0.684
2019-06-04 11:26:57:15,-0.684
2019-06-04 11:26:57:19,-0.684
2019-06-04 11:26:57:31,-0.682
2019-06-04 11:26:57:33,-0.682
2019-06-04 11:26:57:36,-0.682
2019-06-04 11:26:57:37,-0.682
2019-06-04 11:26:57:40,-0.682
2019-06-04 11:26:57:42,-0.682
2019-06-04 11:26:57:45,-0.682
2019-06-04 11:26:57:48,-0.682
2019-06-04 11:26:57:50,-0.682
2019-06-04 11:26:57:53,-0.682
2019-06-04 11:26:57:54,-0.682
2019-06-04 11:26:57:56,-0.682
2019-06-04 11:26:57:59,-0.682
2019-06-04 11:26:57:61,-0.682
2019-06-04 11:26:57:62,-0.682
2019-06-04 11:26:57:64,-0.682
2019-06-04 11:26:57:65,-0.682
2019-06-04 11:26:57:67,-0.682
2019-06-04 11:26:57:70,-0.682
2019-06-04 11:26:57:72,-0.682
2019-06-04 11:26:57:73,-0.682
2019-06-04 11:26:57:75,-0.682
2019-06-04 11:26:57:76,-0.682
2019-06-04 11:26:57:78,-0.682
2019-06-04 11:26:57:81,-0.682
2019-06-04 11:26:57:84,-0.682
2019-06-04 11:26:57:86,-0.682
2019-06-04 11:26:57:87,-0.682
2019-06-04 11:26:57:89,-0.682
2019-06-04 11:26:57:92,-0.682
2019-06-04 11:26:57:93,-0.682
2019-06-04 11:26:57:95,-0.682
2019-06-04 11:26:57:97,-0.682
2019-06-04 11:26:57:98,-0.682
2019-06-04 11:26:58:00,-0.682
2019-06-04 11:26:58:03,-0.682
2019-06-04 11:26:58:04,-0.682
2019-06-04 11:26:58:06,-0.682
2019-06-04 11:26:58:11,-0.682
2019-06-04 11:26:58:12,-0.682
2019-06-04 11:26:58:15,-0.682
2019-06-04 11:26:58:18,-0.682
2019-06-04 11:26:58:36,-0.681
2019-06-04 11:26:58:39,-0.681
2019-06-04 11:26:58:40,-0.681
2019-06-04 11:26:58:43,-0.681
2019-06-04 11:26:58:46,-0.681
2019-06-04 11:26:58:48,-0.681
2019-06-04 11:26:58:51,-0.681
2019-06-04 11:26:58:53,-0.681
2019-06-04 11:26:58:54,-0.681
2019-06-04 11:26:58:57,-0.681
2019-06-04 11:26:58:59,-0.681
2019-06-04 11:26:58:60,-0.681
2019-06-04 11:26:58:62,-0.681
2019-06-04 11:26:58:64,-0.681
2019-06-04 11:26:58:65,-0.681
2019-06-04 11:26:58:68,-0.681
2019-06-04 11:26:58:71,-0.681
2019-06-04 11:26:58:73,-0.681
2019-06-04 11:26:58:75,-0.681
2019-06-04 11:26:58:76,-0.681
2019-06-04 11:26:58:79,-0.681
2019-06-04 11:26:58:82,-0.681
2019-06-04 11:26:58:84,-0.681
2019-06-04 11:26:58:85,-0.681
2019-06-04 11:26:58:87,-0.681
2019-06-04 11:26:58:90,-0.681
2019-06-04 11:26:58:92,-0.681
2019-06-04 11:26:58:95,-0.681
2019-06-04 11:26:58:96,-0.681
2019-06-04 11:26:58:98,-0.681
2019-06-04 11:26:59:01,-0.681
2019-06-04 11:26:59:03,-0.681
2019-06-04 11:26:59:04,-0.681
2019-06-04 11:26:59:06,-0.681
2019-06-04 11:26:59:07,-0.681
2019-06-04 11:26:59:10,-0.681
2019-06-04 11:26:59:14,-0.681
2019-06-04 11:26:59:15,-0.681
2019-06-04 11:26:59:18,-0.681
2019-06-04 11:26:59:20,-0.681
2019-06-04 11:26:59:23,-0.681
2019-06-04 11:26:59:24,-0.681
2019-06-04 11:26:59:37,-0.682
2019-06-04 11:26:59:40,-0.682
2019-06-04 11:26:59:42,-0.682
2019-06-04 11:26:59:45,-0.682
2019-06-04 11:26:59:48,-0.682
2019-06-04 11:26:59:49,-0.682
2019-06-04 11:26:59:53,-0.682
2019-06-04 11:26:59:56,-0.682
2019-06-04 11:26:59:57,-0.682
2019-06-04 11:26:59:60,-0.682
2019-06-04 11:26:59:62,-0.682
2019-06-04 11:26:59:63,-0.682
2019-06-04 11:26:59:67,-0.682
2019-06-04 11:26:59:70,-0.682
2019-06-04 11:26:59:71,-0.682
2019-06-04 11:26:59:73,-0.682
2019-06-04 11:26:59:74,-0.682
2019-06-04 11:26:59:77,-0.682
2019-06-04 11:26:59:79,-0.682
2019-06-04 11:26:59:81,-0.682
2019-06-04 11:26:59:82,-0.682
2019-06-04 11:26:59:84,-0.682
2019-06-04 11:26:59:85,-0.682
2019-06-04 11:26:59:88,-0.682
2019-06-04 11:26:59:92,-0.682
2019-06-04 11:26:59:93,-0.682
2019-06-04 11:26:59:95,-0.682
2019-06-04 11:26:59:96,-0.682
2019-06-04 11:26:59:99,-0.682
2019-06-04 11:27:00:01,-0.682
2019-06-04 11:27:00:02,-0.682
2019-06-04 11:27:00:04,-0.682
2019-06-04 11:27:00:06,-0.682
2019-06-04 11:27:00:07,-0.682
2019-06-04 11:27:00:10,-0.682
2019-06-04 11:27:00:12,-0.682
2019-06-04 11:27:00:18,-0.682
2019-06-04 11:27:00:20,-0.682
2019-06-04 11:27:00:21,-0.682
2019-06-04 11:27:00:24,-0.682
2019-06-04 11:27:00:26,-0.682
2019-06-04 11:27:00:45,-0.685
2019-06-04 11:27:00:48,-0.685
2019-06-04 11:27:00:49,-0.685
2019-06-04 11:27:00:52,-0.685
2019-06-04 11:27:00:55,-0.685
2019-06-04 11:27:00:57,-0.685
2019-06-04 11:27:00:60,-0.685
2019-06-04 11:27:00:63,-0.685
2019-06-04 11:27:00:65,-0.685
2019-06-04 11:27:00:68,-0.685
2019-06-04 11:27:00:70,-0.685
2019-06-04 11:27:00:71,-0.685
2019-06-04 11:27:00:73,-0.685
2019-06-04 11:27:00:76,-0.685
2019-06-04 11:27:00:77,-0.685
2019-06-04 11:27:00:79,-0.685
2019-06-04 11:27:00:80,-0.685
2019-06-04 11:27:00:82,-0.685
2019-06-04 11:27:00:84,-0.685
2019-06-04 11:27:00:87,-0.685
2019-06-04 11:27:00:88,-0.685
2019-06-04 11:27:00:90,-0.685
2019-06-04 11:27:00:91,-0.685
2019-06-04 11:27:00:93,-0.685
2019-06-04 11:27:00:94,-0.685
2019-06-04 11:27:00:98,-0.685
2019-06-04 11:27:00:99,-0.685
2019-06-04 11:27:01:01,-0.685
2019-06-04 11:27:01:02,-0.685
2019-06-04 11:27:01:04,-0.685
2019-06-04 11:27:01:05,-0.685
2019-06-04 11:27:01:09,-0.685
2019-06-04 11:27:01:10,-0.685
2019-06-04 11:27:01:16,-0.685
2019-06-04 11:27:01:19,-0.685
2019-06-04 11:27:01:21,-0.685
2019-06-04 11:27:01:24,-0.685
2019-06-04 11:27:01:37,-0.681
2019-06-04 11:27:01:40,-0.681
2019-06-04 11:27:01:41,-0.681
2019-06-04 11:27:01:44,-0.681
2019-06-04 11:27:01:46,-0.681
2019-06-04 11:27:01:48,-0.681
2019-06-04 11:27:01:49,-0.681
2019-06-04 11:27:01:52,-0.681
2019-06-04 11:27:01:55,-0.681
2019-06-04 11:27:01:57,-0.681
2019-06-04 11:27:01:58,-0.681
2019-06-04 11:27:01:60,-0.681
2019-06-04 11:27:01:63,-0.681
2019-06-04 11:27:01:65,-0.681
2019-06-04 11:27:01:66,-0.681
2019-06-04 11:27:01:68,-0.681
2019-06-04 11:27:01:69,-0.681
2019-06-04 11:27:01:71,-0.681
2019-06-04 11:27:01:74,-0.681
2019-06-04 11:27:01:76,-0.681
2019-06-04 11:27:01:77,-0.681
2019-06-04 11:27:01:79,-0.681
2019-06-04 11:27:01:80,-0.681
2019-06-04 11:27:01:82,-0.681
2019-06-04 11:27:01:85,-0.681
2019-06-04 11:27:01:88,-0.681
2019-06-04 11:27:01:90,-0.681
2019-06-04 11:27:01:91,-0.681
2019-06-04 11:27:01:93,-0.681
2019-06-04 11:27:01:96,-0.681
2019-06-04 11:27:01:97,-0.681
2019-06-04 11:27:01:99,-0.681
2019-06-04 11:27:02:01,-0.681
2019-06-04 11:27:02:02,-0.681
2019-06-04 11:27:02:04,-0.681
2019-06-04 11:27:02:07,-0.681
2019-06-04 11:27:02:10,-0.681
2019-06-04 11:27:02:11,-0.681
2019-06-04 11:27:02:16,-0.681
2019-06-04 11:27:02:19,-0.681
2019-06-04 11:27:02:22,-0.681
2019-06-04 11:27:02:24,-0.681
2019-06-04 11:27:02:44,-0.684
